1620363370917211136,2.31482,3.19809,1.00478,0.97348,0.22225,0.05377,0.00667,2.63476,0.18497,-0.46042,
1620363371050466048,4.63262,5.40281,2.59504,0.99656,0.06147,0.05558,-0.00220,4.18951,3.06025,0.79731,
1620363371184769280,3.08043,7.80731,2.47099,0.99850,-0.00202,0.05471,0.00318,2.39069,4.85453,1.05340,
1620363371318657536,3.34158,8.14538,2.49018,0.99661,-0.02282,0.07897,0.00469,2.31339,4.55263,0.95266,
1620363371451954432,3.31395,8.89734,2.32446,0.99359,-0.04494,0.10339,0.00812,2.05213,4.58109,0.66464,
1620363371585508864,3.96202,9.17744,2.73546,0.99110,-0.06285,0.11681,0.01086,2.55815,4.41389,0.98987,
1620363371718308096,2.80968,10.19979,2.86970,0.98865,-0.07766,0.12787,0.01351,1.23982,4.73898,1.13572,
1620363371851527936,2.59660,11.12037,2.94875,0.98393,-0.10394,0.14389,0.01928,0.90881,5.05225,1.13383,
1620363371985843200,1.34607,11.78367,2.60651,0.97958,-0.14079,0.14174,0.02266,-0.39639,5.06825,0.85971,
1620363372119666688,3.89784,11.53208,4.56921,0.98020,-0.12126,0.15483,0.02316,1.86116,3.99475,1.89450,
1620363372252880128,2.67235,13.16778,3.20458,0.97671,-0.16202,0.13787,0.02798,0.58101,5.11301,0.92851,
1620363372386476800,2.61117,13.97401,3.20839,0.97572,-0.17198,0.13246,0.02911,0.40377,5.16153,0.84753,
1620363372519311616,2.54973,14.63281,3.27016,0.97533,-0.17558,0.13047,0.02977,0.23339,5.14637,0.86087,
1620363372653224192,2.23240,16.07319,3.40367,0.96446,-0.21884,0.14400,0.03440,-0.27270,5.85906,1.10167,
1620363372787106816,0.73289,14.87485,3.15323,0.96990,-0.22332,0.09352,0.02605,-1.75850,4.08791,0.84201,
1620363372921564160,0.60860,14.65511,3.47850,0.97469,-0.20249,0.09178,0.02350,-1.69803,3.22047,1.04315,
1620363373054650624,1.09984,15.72401,3.51739,0.97608,-0.19197,0.09869,0.02581,-1.07944,3.73060,0.93262,
1620363373187365376,1.71139,13.90881,3.94683,0.98057,-0.16059,0.11003,0.02431,-0.46388,1.46330,0.87254,
1620363373320455936,1.52495,16.42444,3.84929,0.97845,-0.17377,0.10799,0.02772,-0.67966,3.50072,0.91174,
1620363373454416640,1.58471,16.82840,4.02096,0.98379,-0.14418,0.10384,0.02412,-0.59850,3.34802,0.91432,
1620363373588176128,0.93325,16.31690,3.81088,0.98641,-0.13531,0.09078,0.02094,-1.11082,2.46300,0.74328,
1620363373723286272,1.27996,17.76859,4.38977,0.98347,-0.14374,0.10717,0.02515,-0.71657,3.35513,1.07015,
1620363373855393536,1.87204,16.63391,3.94312,0.98783,-0.11709,0.09968,0.02346,-0.17355,1.86823,0.52647,
1620363373988608000,1.31362,18.42739,4.52671,0.98534,-0.13243,0.10440,0.02587,-0.65997,3.19022,1.02457,
1620363374122281984,1.25910,18.86869,4.69685,0.98487,-0.13521,0.10514,0.02644,-0.65922,3.12506,0.96829,
1620363374256049664,1.34616,17.65782,4.73541,0.98462,-0.13158,0.11181,0.02642,-0.61226,1.50886,0.67357,
1620363374390224640,1.98771,18.16800,4.43271,0.98498,-0.11987,0.12116,0.02782,-0.11606,1.61155,0.41123,
1620363374523581440,0.89819,19.94446,4.98563,0.98500,-0.13668,0.10154,0.02798,-0.94904,2.97878,1.07219,
1620363374657161472,1.71361,17.49768,4.21767,0.98906,-0.10852,0.09663,0.02533,-0.26197,0.40544,0.24114,
1620363374789820928,1.10389,18.83026,4.67937,0.98726,-0.12136,0.09936,0.02665,-0.76493,1.21893,0.56607,
1620363374923498496,0.56748,20.85568,5.14070,0.98568,-0.13420,0.09797,0.02880,-1.13669,2.68106,1.00121,
1620363375057272064,0.59664,19.84657,5.90082,0.98480,-0.13632,0.10363,0.02924,-1.11619,1.44197,1.67112,
1620363375190811136,0.89750,22.27276,6.51704,0.98259,-0.15356,0.09935,0.03273,-0.55696,3.24047,2.14604,
1620363375324338176,1.09120,20.58854,5.64645,0.98700,-0.12328,0.09914,0.02850,-0.48424,1.23771,1.07149,
1620363375458594304,1.04420,21.34587,5.70667,0.98603,-0.12639,0.10433,0.02965,-0.45339,1.53092,1.02547,
1620363375591227648,-0.11133,22.60061,6.79626,0.98456,-0.14365,0.09550,0.02985,-1.36729,2.29517,1.92017,
1620363375724788736,-0.13612,23.46991,7.07500,0.98502,-0.14256,0.09239,0.02970,-1.27528,2.68083,2.00505,
1620363375858418688,-0.58005,24.23190,6.93027,0.98595,-0.13920,0.08775,0.02884,-1.54978,2.79429,1.62065,
1620363375992103936,0.28464,23.74233,6.47437,0.98829,-0.11789,0.09280,0.02788,-0.63896,1.96686,1.10685,
1620363376126495744,0.78525,21.75084,5.51866,0.98913,-0.10332,0.10082,0.02802,-0.11166,-0.15548,0.27965,
1620363376259939584,-0.72177,21.52202,5.83728,0.99084,-0.10317,0.08284,0.02693,-1.45417,-0.48650,0.59505,
1620363376392392960,-0.94137,21.19643,5.97354,0.99079,-0.10211,0.08459,0.02743,-1.55812,-0.93749,0.64041,
1620363376526654720,-1.01625,20.13275,5.47966,0.99089,-0.09804,0.08822,0.02745,-1.52011,-1.99680,0.14031,
1620363376661054976,-0.93885,19.72691,5.02811,0.99091,-0.09601,0.08986,0.02836,-1.31052,-2.36778,-0.16466,
1620363376793932800,-1.17992,19.40761,5.18422,0.99096,-0.09708,0.08812,0.02845,-1.42393,-2.57982,0.01509,
1620363376927572224,-0.65870,18.64978,5.89315,0.98937,-0.10095,0.10062,0.02880,-0.89770,-3.13543,0.55976,
1620363377060951296,-0.78016,18.21198,5.96428,0.98956,-0.10092,0.09884,0.02871,-0.91119,-3.43246,0.52387,
1620363377193590016,-0.89995,17.73903,6.03344,0.98970,-0.10017,0.09828,0.02836,-0.88970,-3.68966,0.53240,
1620363377327979776,-1.02001,17.22498,6.10618,0.98976,-0.09949,0.09846,0.02814,-0.90723,-3.97368,0.55842,
1620363377461895424,-1.14449,16.67636,6.18232,0.98993,-0.09830,0.09802,0.02775,-0.96624,-4.21659,0.58632,
1620363377594752768,-1.27525,16.09828,6.26047,0.99007,-0.09844,0.09647,0.02771,-0.99407,-4.47710,0.59125,
1620363377729275392,-1.41295,15.47629,6.33758,0.99014,-0.09889,0.09531,0.02771,-1.03831,-4.76117,0.55968,
1620363377861603840,-1.55311,14.82528,6.41020,0.99021,-0.09902,0.09432,0.02792,-1.07358,-5.06452,0.55051,
1620363377995144960,-1.69723,14.13128,6.48305,0.99024,-0.09882,0.09430,0.02783,-1.09497,-5.34064,0.55600,
1620363378129295104,-1.84700,13.39411,6.55828,0.99036,-0.09784,0.09408,0.02779,-1.13188,-5.64068,0.59346,
1620363378263433472,-2.00337,12.62077,6.64079,0.99050,-0.09727,0.09313,0.02781,-1.19940,-5.88932,0.63954,
1620363378396910080,-2.16717,11.81326,6.72801,0.99080,-0.09614,0.09113,0.02766,-1.23239,-6.20084,0.66557,
1620363378530392576,-2.33305,10.97005,6.81974,0.99089,-0.09564,0.09063,0.02778,-1.25275,-6.43739,0.68757,
1620363378663251712,-2.50429,10.09431,6.91080,0.99083,-0.09592,0.09073,0.02865,-1.33850,-6.76851,0.67521,
1620363378796894720,-2.68772,9.16981,7.00271,0.99093,-0.09459,0.09072,0.02959,-1.40427,-7.07370,0.70274,
1620363378930852608,-2.88019,8.20568,7.10157,0.99090,-0.09383,0.09157,0.03037,-1.47773,-7.34528,0.76494,
1620363379068756480,-3.09457,7.17457,7.20858,0.99092,-0.09399,0.09088,0.03144,-1.62839,-7.65292,0.78136,
1620363379198235392,-3.30572,6.16578,7.30710,0.99085,-0.09413,0.09125,0.03209,-1.64757,-7.91951,0.75860,
1620363379332573440,-3.52938,5.07297,7.41369,0.99099,-0.09077,0.09302,0.03247,-1.69698,-8.25735,0.84572,
1620363379465627136,-3.76353,3.95371,7.53248,0.99100,-0.08937,0.09404,0.03306,-1.81568,-8.54718,0.95981,
1620363379598815488,-4.01494,2.80166,7.65960,0.99095,-0.09082,0.09281,0.03400,-1.96850,-8.81078,0.94656,
1620363379731933440,-4.28052,1.60166,7.78081,0.99114,-0.08963,0.09147,0.03521,-2.03683,-9.20039,0.90176,
1620363379867510784,-4.56025,0.33576,7.90737,0.99114,-0.08830,0.09201,0.03713,-2.11451,-9.46195,0.96607,
1620363379999309568,-4.84856,-0.93053,8.03669,0.99095,-0.08910,0.09245,0.03922,-2.25729,-9.75524,0.97032,
1620363380132447232,-5.16226,-2.24950,8.16133,0.99070,-0.09095,0.09219,0.04169,-2.44419,-10.07666,0.87923,
1620363380265749760,-5.49984,-3.61962,8.27366,0.99060,-0.09158,0.09130,0.04457,-2.61183,-10.47373,0.81934,
1620363380399577600,-5.85981,-5.04143,8.38573,0.99062,-0.09083,0.09075,0.04672,-2.76294,-10.77528,0.86360,
1620363380533295616,-6.23665,-6.50494,8.50672,0.99069,-0.08983,0.09006,0.04851,-2.86443,-11.12492,0.94422,
1620363380667907584,-6.62781,-8.02327,8.64071,0.99080,-0.08757,0.09020,0.05015,-2.96104,-11.42411,1.04150,
1620363380801344512,-7.03066,-9.56607,8.78443,0.99072,-0.08767,0.08999,0.05192,-3.08332,-11.71484,1.08566,
1620363380933424384,-7.44671,-11.13583,8.92899,0.99069,-0.08755,0.08919,0.05392,-3.20685,-12.08144,1.09710,
1620363381066983168,-7.88157,-12.77456,9.08013,0.99082,-0.08434,0.08947,0.05612,-3.31721,-12.45283,1.19252,
1620363381201421824,-8.33725,-14.46578,9.24941,0.99086,-0.08189,0.08944,0.05903,-3.47148,-12.72431,1.32364,
1620363381334210304,-8.80911,-16.18119,9.42748,0.99078,-0.08127,0.08886,0.06216,-3.62656,-13.12132,1.35192,
1620363381468300800,-9.30617,-17.96526,9.61095,0.99055,-0.08117,0.08875,0.06585,-3.78048,-13.52193,1.37459,
1620363381601556480,-9.82271,-19.79530,9.79751,0.99021,-0.08089,0.08944,0.07029,-3.96547,-13.96803,1.41548,
1620363381734397696,-10.36394,-21.68121,9.98944,0.98990,-0.07947,0.09010,0.07520,-4.17545,-14.42790,1.47613,
1620363381868292608,-10.93883,-23.64256,10.19276,0.98968,-0.07754,0.09019,0.07998,-4.40090,-14.87093,1.55870,
1620363382005186048,-11.55732,-25.70619,10.41117,0.98943,-0.07665,0.08954,0.08450,-4.61817,-15.27968,1.62030,
1620363382136425216,-12.17574,-27.74114,10.62354,0.98912,-0.07618,0.08901,0.08895,-4.79698,-15.74204,1.62661,
1620363382270316032,-12.82805,-29.87817,10.84332,0.98884,-0.07383,0.08969,0.09327,-4.94840,-16.16639,1.67044,
1620363382402575872,-13.49586,-32.04089,11.07022,0.98855,-0.07223,0.08994,0.09727,-5.13091,-16.53887,1.74524,
1620363382535655936,-14.18572,-34.26917,11.30682,0.98825,-0.07055,0.09101,0.10049,-5.24509,-16.94289,1.79964,
1620363382670160384,-14.89955,-36.57128,11.55168,0.98790,-0.07004,0.09202,0.10338,-5.38018,-17.32645,1.82275,
1620363382805397504,-15.63638,-38.94604,11.80134,0.98787,-0.06747,0.09152,0.10579,-5.49864,-17.79183,1.87418,
1620363382938300672,-16.37342,-41.33438,12.05821,0.98788,-0.06459,0.09069,0.10814,-5.58504,-18.13768,1.99079,
1620363383070919936,-17.11951,-43.76459,12.32560,0.98772,-0.06398,0.09000,0.11053,-5.65364,-18.52102,2.02706,
1620363383203967232,-17.87784,-46.25683,12.59480,0.98748,-0.06335,0.08987,0.11310,-5.73730,-18.93999,2.01400,
1620363383337273088,-18.64800,-48.81034,12.86402,0.98729,-0.06187,0.08984,0.11557,-5.81342,-19.36523,2.02091,
1620363383471041536,-19.43263,-51.42731,13.13653,0.98697,-0.06112,0.09004,0.11851,-5.91496,-19.78050,2.04553,
1620363383606639616,-20.24366,-54.13943,13.41483,0.98655,-0.06056,0.08988,0.12234,-6.04333,-20.22032,2.06194,
1620363383739236352,-21.05135,-56.85122,13.68867,0.98611,-0.05968,0.09027,0.12599,-6.13590,-20.68026,2.08175,
1620363383872441344,-21.87625,-59.63419,13.96743,0.98552,-0.05865,0.09159,0.13008,-6.26010,-21.10095,2.10877,
1620363384005232640,-22.71744,-62.46696,14.24765,0.98485,-0.05897,0.09213,0.13452,-6.42527,-21.56873,2.10174,
1620363384138481152,-23.58265,-65.37515,14.52905,0.98437,-0.05790,0.09162,0.13880,-6.58512,-22.06728,2.11438,
1620363384272760832,-24.47416,-68.37280,14.81683,0.98417,-0.05608,0.08957,0.14229,-6.70238,-22.55387,2.18052,
1620363384408215040,-25.38837,-71.45920,15.11474,0.98401,-0.05447,0.08685,0.14566,-6.77787,-23.00806,2.21703,
1620363384539588096,-26.28256,-74.51155,15.40549,0.98366,-0.05346,0.08573,0.14898,-6.79315,-23.43761,2.20455,
1620363384674904576,-27.20729,-77.71473,15.70443,0.98309,-0.05187,0.08734,0.15240,-6.86027,-23.90316,2.22352,
1620363384806308608,-28.11476,-80.88849,16.00149,0.98263,-0.04802,0.08914,0.15553,-6.98925,-24.35365,2.30734,
1620363384939981824,-29.05992,-84.16180,16.31646,0.98199,-0.05017,0.08785,0.15955,-7.13400,-24.70635,2.33316,
1620363385073620480,-30.01943,-87.50838,16.61928,0.98147,-0.04840,0.08677,0.16383,-7.16777,-25.37363,2.23479,
1620363385209201664,-30.99572,-90.98058,16.93481,0.98086,-0.04049,0.08912,0.16830,-7.22651,-25.76677,2.46446,
1620363385341607168,-31.97149,-94.40361,17.27215,0.97988,-0.04520,0.08886,0.17288,-7.48754,-26.03056,2.54810,
